claim_id;Event_type;Period_EvCl;Period_StEv;Policy_agent_cat;Owner_type;FLAG_Owner_bl;Insurer_type;FLAG_Insurer_bl;Policy_KBM;Policy_KS;Policy_KT;Policy_KVS;FLAG_Policy_KO;FLAG_Policy_KP;FLAG_Policy_KPR;FLAG_Policy_type;VEH_age;VEH_aim_use;VEH_capacity_type;VEH_model;VEH_type_name;FLAG_bad_region;FLAG_dsago;FLAG_prolong;Owner_region;Sales_channel;Policy_loss_count;Damage_count;bad;Claim_type;FLAG_trial
4392/PVU/01626/17;ПВУ СП;9;7;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;1;1;0;0;9;Личные;6;PORSCHE CAYENNE;Легковой;0;0;0;Свердловская область;Прочие;0;1;0;0;0
7192/PVU/00351/17;ПВУ СП;14;12;0,20163339827903;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,2;1;1;1;0;0;4;Личные;6;AUDI A4;Легковой;1;0;0;Ставропольский край;Агенты и РБ;0;1;0;0;1
4392/PVU/01632/17;ПВУ СП;7;8;0,049638326252324;Физическое Лицо;0;Физическое Лицо;0;0,7;1;1,8;1;0;1;0;0;1;Личные;5;TOYOTA RAV4;Легковой;0;0;0;Свердловская область;Автодилеры;0;1;0;0;0
Z192/133/00352/17;Классика;2;5;0,041887721132619;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,3;1;0;1;0;0;8;Личные;6;SKODA SUPERB;Легковой;0;0;0;Ленинградская область;Агенты и РБ;0;1;0;0;0
0790/PVU/00865/17;ПВУ СП;5;10;0,063624587718667;Физическое Лицо;0;Физическое Лицо;0;0,85;1;2;1;0;1;0;0;9;Личные;6;BMW 335;Легковой;0;0;1;Москва;Автодилеры;0;1;0;0;0
0345/133/02325/17;Классика;170;336;0,10732236070973;Юридическое Лицо;0;ПБОЮЛ;0;1;1;1,8;1;1;1;0;0;0;Прочие;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Красноярский край;Лизинг;1;1;0;0;0
8034/PVU/00255/17;ПВУ СП;16;362;0,062253517442363;Физическое Лицо;0;Физическое Лицо;0;0,7;1;1,8;1;0;1;0;0;6;Личные;5;NISSAN QASHQAI;Легковой;1;0;0;Ростовская область;Фронт-офис;0;1;0;0;0
5644/PVU/00756/17;ПВУ СП;22;356;;Физическое Лицо;0;Физическое Лицо;0;0,9;0,5;1,7;1;0;1;0;1;17;Личные;6;MERCEDES-BENZ E 240;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
8192/133/00565/17;Классика;21;342;0,11262269558708;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2,1;1;1;1;0;0;11;Личные;7;ГАЗ 322132;Автобус менее 16;1;0;1;Челябинская область;Фронт-офис;0;1;0;0;0
4392/PVU/01723/17;ПВУ СП;7;356;0,058226709149726;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1;1;0;1;0;0;2;Личные;5;KIA SPORTAGE;Легковой;0;0;1;Свердловская область;Автодилеры;0;1;0;0;0
3606/PVU/00162/17;ПВУ СП;1;363;0,040881706294965;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,2;1;0;1;0;0;12;Личные;6;MITSUBISHI OUTLANDER;Легковой;1;0;1;Краснодарский край;Агенты и РБ;0;1;0;0;0
4192/PVU/00266/17;ПВУ СП;6;359;0,059650493309305;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;0;0;Личные;3;LADA GRANTA;Легковой;1;0;0;Волгоградская область;Автодилеры;0;1;0;2;0
6992/133/00332/17;Классика;350;11;0,066223039194702;Физическое Лицо;0;Физическое Лицо;0;1;1;1,2;1;0;1;0;1;4;Личные;7;FORD TRANSIT автобус;Автобус менее 16;0;0;0;Смоленская область;Агенты и РБ;0;1;0;0;0
3606/PVU/00167/17;ПВУ СП;2;329;0,038635941306408;Физическое Лицо;0;Физическое Лицо;0;0,75;1;1,2;1;0;1;0;1;5;Личные;5;KIA SOUL;Легковой;1;0;1;Краснодарский край;Фронт-офис;0;1;0;0;0
4892/133/00635/17;Классика;5;334;0,043929354181241;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1,7;1;0;1;0;0;22;Личные;5;TOYOTA RAV4;Легковой;0;0;0;Иркутская область;Агенты и РБ;0;2;0;0;0
5892/133/01619/17;Классика;17;318;0,076531185244774;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;0;1;0;1;4;Личные;5;CHERY TIGGO;Легковой;0;0;1;Омская область;Агенты и РБ;0;1;0;0;0
3692/133/01379/17;Классика;5;328;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;1;1;0;0;12;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Краснодарский край;Агенты и РБ;2;1;0;0;1
3692/PVU/00677/17;ПВУ СП;1;332;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;6;Личные;3;HYUNDAI GETZ;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
5992/PVU/00191/17;ПВУ СП;7;326;0,16234461616036;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,8;1;0;1;0;0;0;Личные;4;LADA VESTA;Легковой;0;0;0;Оренбургская область;Автодилеры;1;1;0;0;0
6592/PVU/00965/17;ПВУ СП;15;301;0,071083324648469;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;1;1;0;0;8;Личные;6;SAAB 9-3;Легковой;0;0;0;Самарская область;Фронт-офис;0;1;0;0;0
3692/PVU/00675/17;ПВУ СП;2;315;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1;1;0;1;0;0;9;Личные;3;ВАЗ 21074;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
6192/PVU/00771/17;ПВУ СП;0;302;0,065888205618669;Физическое Лицо;0;Физическое Лицо;0;0,75;1;2;1;0;1;0;0;5;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Пермская область;Фронт-офис;0;1;0;0;0
0804/133/00708/17;Классика;3;307;0,16004059013055;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;1;0;Личные;4;KIA RIO;Легковой;0;0;0;Москва;Автодилеры;3;1;0;0;0
9392/PVU/00362/17;ПВУ СП;3;280;0,047094497107437;Физическое Лицо;1;Физическое Лицо;1;1;1;1;1;1;1;0;0;10;Личные;6;VOLVO S60;Легковой;0;0;0;Республика Коми;Агенты и РБ;0;1;0;0;0
6692/PVU/00407/17;ПВУ СП;11;254;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;1;28;Личные;4;TOYOTA CAMRY;Легковой;0;0;1;Забайкальский край;Агенты и РБ;0;1;0;2;0
5692/PVU/00293/17;ПВУ СП;26;232;0,101269465482;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;0;1;0;1;1;Личные;3;RENAULT LOGAN;Легковой;0;0;0;Республика Бурятия;Автодилеры;0;1;0;0;0
5492/133/00621/17;Классика;3;254;0,1213288815515;Юридическое Лицо;0;Юридическое Лицо;0;0,95;1;1,8;1;1;1;0;0;4;Личные;6;BMW 645;Легковой;1;0;1;Нижегородская область;Агенты и РБ;0;1;0;0;0
6807/PVU/00497/17;ПВУ СП;7;253;0,066309408463638;Физическое Лицо;0;Физическое Лицо;0;0,5;1;2;1;0;1;0;0;9;Личные;6;MAZDA 3;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
5612/PVU/01149/17;ПВУ СП;4;229;0,25950357565103;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;0;1;0;0;10;Личные;6;HONDA ACCORD;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
3692/133/01367/17;Классика;81;153;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,1;1;0;1;0;0;2;Личные;3;LADA GRANTA;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
5802/133/00102/17;Классика;2;221;0,086163257068502;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;0;1;0;0;7;Личные;6;KIA SEDONA;Легковой;0;0;1;Омская область;Агенты и РБ;0;1;0;0;1
6392/PVU/00184/17;ПВУ СП;5;208;0,038873363498353;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;1;1;0;0;6;Личные;6;TOYOTA LAND CRUISER;Легковой;0;0;1;Чеченская Республика;Фронт-офис;0;1;0;0;0
6592/PVU/00946/17;ПВУ СП;3;194;0,071083324648469;Физическое Лицо;0;Физическое Лицо;0;1,55;1;1,6;1;0;1;0;0;3;Личные;6;MERCEDES-BENZ E 200;Легковой;0;0;0;Самарская область;Фронт-офис;0;1;0;0;0
5641/PVU/00769/17;ПВУ СП;14;178;0,079614925273491;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,7;1;0;1;0;1;8;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
9792/PVU/00559/17;ПВУ СП;1;188;0,11262269558708;Физическое Лицо;0;Физическое Лицо;0;0,75;1;1,8;1;0;1;0;0;2;Личные;5;HYUNDAI IX35;Легковой;1;0;1;Челябинская область;Фронт-офис;0;1;0;0;0
7592/PVU/01147/17;ПВУ СП;2;175;0,083022474458588;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;0;2;Личные;4;KIA RIO;Легковой;0;0;1;Тюменская область;Фронт-офис;0;1;0;0;0
7892/133/03413/17;Классика;11;134;0,14111439457915;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,3;1;0;1;0;0;0;Личные;5;HYUNDAI CRETA;Легковой;0;0;0;Ленинградская область;Автодилеры;0;1;0;0;0
9592/133/00634/17;Классика;21;109;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,7;1;1;1;0;0;3;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ (BE);Легковой;0;0;0;Республика Дагестан;Прочие;0;1;0;0;0
8492/133/01255/17;Классика;2;114;0,11070359252458;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;11;Личные;3;HYUNDAI PORTER;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;2;0;1;1
8034/PVU/00272/17;ПВУ СП;1;114;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,85;1;0,8;1;0;1;0;0;5;Личные;5;KIA SPORTAGE;Легковой;1;0;1;Ростовская область;Прочие;0;1;1;0;1
R692/PVU/00101/17;ПВУ СП;1;89;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;1;2;Личные;3;ВАЗ GRANTA;Легковой;0;0;0;Кабардино-Балкарская Республика;Прочие;0;1;1;0;0
7523/PVU/00141/17;ПВУ СП;7;83;;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,8;1;0;1;0;0;1;Личные;5;KIA RIO;Легковой;0;0;0;Ханты-Мансийский автономный округ - Югра;Агенты и РБ;0;1;0;0;1
2141/PVU/01382/17;ПВУ СП;12;68;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,7;1;0;1;0;0;5;Личные;6;OPEL ASTRA;Легковой;0;0;0;Московская область;Прочие;0;1;0;2;0
4192/133/00386/17;Классика;0;68;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1,55;1;1,1;1;0;1;0;0;17;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Волгоградская область;Прочие;1;1;0;0;0
4192/PVU/00254/17;ПВУ СП;36;28;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;1;11;Личные;4;PEUGEOT 307;Легковой;1;0;0;Волгоградская область;Прочие;0;1;0;2;0
R592/PVU/00021/17;ПВУ СП;6;56;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;0;1;0;0;18;Личные;2;SUZUKI WAGON R+;Легковой;0;0;0;Камчатский край;Прочие;0;1;0;1;0
3692/133/01369/17;Классика;14;43;0,038635941306408;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,3;1;0;1;0;0;14;Личные;3;HONDA FIT;Легковой;0;0;0;Республика Адыгея;Фронт-офис;0;1;0;0;0
3692/133/01396/17;Классика;3;63;0,018331842735975;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;0;1;0;0;13;Личные;3;ВАЗ 21103;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
5892/PVU/01476/17;ПВУ СП;39;17;0,061096756899951;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;0;1;0;0;16;Личные;5;HONDA ODYSSEY;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
3692/133/01395/17;Классика;30;46;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;0;1;0;0;28;Личные;3;HYUNDAI SONATA;Легковой;1;0;0;Краснодарский край;Прочие;0;1;0;1;0
9392/PVU/00334/17;ПВУ СП;9;50;0,045549753181693;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1,6;1;0;1;0;0;9;Личные;3;SKODA OCTAVIA;Легковой;0;0;0;Республика Коми;Агенты и РБ;0;1;0;0;0
5492/PVU/00365/17;ПВУ СП;2;47;0,11358291756764;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;9;Личные;5;VOLKSWAGEN MULTIVAN;Легковой;1;0;0;Нижегородская область;Автодилеры;0;1;0;0;0
4392/PVU/01717/17;ПВУ СП;14;29;0,072320678732599;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;0;1;0;0;9;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Свердловская область;Фронт-офис;0;1;0;0;0
4932/PVU/00621/17;ПВУ СП;8;45;0,12075376151972;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;0;6;Личные;4;PEUGEOT 308;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;1;0;0;1
8023/133/00641/17;Классика;26;17;0,049794647930237;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,8;1;1;1;0;0;11;Личные;3;RENAULT LOGAN;Легковой;1;0;0;Ростовская область;Агенты и РБ;0;1;0;1;0
9592/133/00633/17;Классика;12;24;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;2,45;1;0,7;1;0;1;0;0;12;Личные;4;HYUNDAI ACCENT;Легковой;0;0;0;Республика Дагестан;Прочие;0;2;0;0;0
5892/PVU/01481/17;ПВУ СП;14;2;0,063349317447441;Физическое Лицо;0;Физическое Лицо;0;0,6;1;1,6;1;0;1;0;0;7;Личные;5;KIA SOUL;Легковой;0;0;1;Омская область;Агенты и РБ;0;1;0;0;0
9592/PVU/00451/17;ПВУ СП;15;18;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;0;1;0;0;3;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Республика Дагестан;Прочие;0;1;0;2;0
3692/PVU/00678/17;ПВУ СП;1;35;0,057904386178767;Физическое Лицо;0;Физическое Лицо;0;0,55;1;1,8;1;0;1;0;0;11;Личные;3;FORD FUSION;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
5392/PVU/00172/17;ПВУ СП;0;30;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,4;1;0;1;0;0;12;Личные;2;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Курганская область;Прочие;0;1;0;0;0
9592/133/00625/17;Классика;18;12;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;0;1;0;1;6;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Республика Дагестан;Прочие;0;1;0;2;0
3692/PVU/00648/17;ПВУ СП;3;24;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1;1;0;1;0;1;4;Личные;4;VOLKSWAGEN POLO;Легковой;1;0;0;Краснодарский край;Прочие;0;1;0;0;0
9592/PVU/00442/17;ПВУ СП;26;1;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;0;16;Личные;3;ВАЗ 21099;Легковой;0;0;0;Республика Дагестан;Прочие;2;1;0;0;0
9592/PVU/00432/17;ПВУ СП;22;4;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1,7;0;1;0;0;6;Личные;3;ВАЗ GRANTA;Легковой;0;0;0;Республика Дагестан;Прочие;0;1;0;0;0
4892/PVU/00377/17;ПВУ СП;5;25;0,10502030453373;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,8;1;0;1;0;0;20;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Иркутская область;Агенты и РБ;0;1;0;2;0
9592/PVU/00452/17;ПВУ СП;16;7;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;0;4;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Республика Дагестан;Прочие;0;1;1;2;0
6592/PVU/00966/17;ПВУ СП;2;26;0,11323253370485;Физическое Лицо;0;Физическое Лицо;0;1;1;0,9;1;1;1;0;0;5;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Самарская область;Агенты и РБ;0;1;0;0;0
3692/PVU/00676/17;ПВУ СП;2;14;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;1;9;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;1;Краснодарский край;Агенты и РБ;0;1;0;0;0
8692/PVU/00241/17;ПВУ СП;2;10;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,8;1;0;1;0;0;13;Личные;6;NISSAN SKYLINE;Легковой;0;0;0;Кемеровская область;Прочие;0;1;0;0;0
7514/133/00767/17;Классика;3;18;0,11172054096364;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,1;1;1;1;0;0;14;Прочие;3;ВАЗ 21093;Легковой;0;0;0;Ханты-Мансийский автономный округ - Югра;Агенты и РБ;0;2;0;0;0
5892/133/01671/17;Классика;7;0;0,090313779786764;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;0;1;0;0;18;Личные;6;LEXUS LX;Легковой;0;0;0;Омская область;Агенты и РБ;0;2;0;0;0
5641/PVU/00768/17;ПВУ СП;20;4;0,11915094933231;Физическое Лицо;0;Физическое Лицо;0;0,85;1;0,9;1;0;1;0;0;17;Личные;6;NISSAN CEDRIC;Легковой;0;0;0;Новосибирская область;Фронт-офис;0;1;0;1;1
6192/PVU/00756/17;ПВУ СП;6;2;0;Физическое Лицо;0;Физическое Лицо;0;0,55;1;1,1;1;1;1;0;0;5;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;1;Пермская область;Агенты и РБ;0;1;0;0;0
0890/PVU/01975/17;ПВУ СП;2;19;0,095436304019513;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;0;9;Личные;4;PEUGEOT 308;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
6192/PVU/00758/17;ПВУ СП;1;8;0,054750191207206;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;5;Личные;5;HYUNDAI IX35;Легковой;0;0;0;Пермская область;Агенты и РБ;0;1;0;0;0
8023/133/00642/17;Классика;21;2;0,14947183009236;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1;1;1;0;0;0;0;Прочие;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой более 16;0;0;0;Калужская область;Собственные продажи;0;1;0;2;1
4392/133/02582/17;Классика;511;82;0,087583559882959;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;2;Личные;4;OPEL ASTRA;Легковой;0;0;1;Свердловская область;Автодилеры;0;1;0;0;0
9592/PVU/00556/17;ПВУ СП;185;287;0,03945641134544;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;1;19;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Республика Дагестан;Агенты и РБ;0;1;1;0;1
S492/PVU/00384/17;ПВУ СП;161;260;0,099886976428786;Физическое Лицо;0;Физическое Лицо;0;1;0,5;2,1;1,7;0;1;0;0;9;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Мурманская область;Фронт-офис;0;1;0;0;0
4192/PVU/00303/17;ПВУ СП;6;355;0,060663096320184;Физическое Лицо;0;Физическое Лицо;0;0,65;1;1,3;1;0;1;0;0;3;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Волгоградская область;Фронт-офис;0;1;0;0;0
0990/133/00317/17;Классика;9;361;0,16878983972153;Юридическое Лицо;0;Юридическое Лицо;0;1;1;2;1;1;1;0;0;0;Прокат/Краткосрочная аренда;4;HYUNDAI SOLARIS;Легковой;0;0;0;Москва;Собственные продажи;1;1;0;0;0
6192/PVU/00828/17;ПВУ СП;1;365;0,074648014476773;Юридическое Лицо;0;Юридическое Лицо;0;0,7;1;2;1;1;1;0;0;9;Личные;5;MITSUBISHI L200;Легковой;0;0;0;Пермская область;Агенты и РБ;0;1;0;0;0
0790/133/06532/17;Классика;6;343;0,068384602741845;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;1;1;0;0;1;Личные;6;MITSUBISHI PAJERO SPORT;Легковой;0;0;0;Московская область;Автодилеры;1;1;0;0;0
9791/PVU/00222/17;ПВУ СП;2;341;0,14583482789659;Юридическое Лицо;0;Физическое Лицо;1;1;1;1,8;1;1;1;0;0;0;Такси;3;RENAULT LOGAN;Легковой такси;1;0;0;Челябинская область;Собственные продажи;0;1;0;0;0
4392/133/02614/17;Классика;7;309;0,11484954824549;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;8;Личные;3;ВАЗ 2112;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
4392/PVU/01964/17;ПВУ СП;8;305;0,060256250261652;ПБОЮЛ;1;ПБОЮЛ;1;0,85;1;1,8;1;0;1;0;0;9;Личные;5;BMW 118;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
6592/PVU/01101/17;ПВУ СП;1;273;0,10874506312391;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,6;1;0;1;0;0;16;Личные;6;ГАЗ 3102;Легковой;0;0;1;Самарская область;Агенты и РБ;0;1;0;0;0
3692/PVU/00802/17;ПВУ СП;16;257;0,030955474275127;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1;1;0;1;0;0;8;Личные;6;MERCEDES-BENZ C 180;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
0345/133/02623/17;Классика;10;260;0,10732236070973;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,8;1;1;1;1;0;2;Прочие;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой менее 16;1;0;1;Краснодарский край;Лизинг;0;1;0;2;0
W992/133/00183/17;Классика;22;224;0,034209976436046;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;6;Личные;3;LADA KALINA;Легковой;0;0;1;Карачаево-Черкесская Республика;Фронт-офис;0;1;0;0;0
3606/PVU/00194/17;ПВУ СП;4;240;0,040881706294965;Физическое Лицо;0;Физическое Лицо;0;0,65;1;1,2;1;0;1;0;1;12;Личные;6;TOYOTA RAV4;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
7692/PVU/00361/17;ПВУ СП;4;228;0,075069923423127;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;0;1;0;0;14;Личные;3;HONDA FIT;Легковой;0;0;1;Хабаровский край;Фронт-офис;0;1;0;0;0
9792/133/01303/17;Классика;1;226;0,058344087893252;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,8;1;0;1;0;1;1;Личные;5;HYUNDAI SOLARIS;Легковой;1;0;1;Челябинская область;Агенты и РБ;0;2;0;2;0
9591/PVU/00113/17;ПВУ СП;13;216;0,044647839438843;Юридическое Лицо;0;Юридическое Лицо;0;0,85;1;0,7;1;1;1;0;0;3;Личные;5;ВАЗ 2170;Легковой;0;0;1;Республика Дагестан;Собственные продажи;0;1;0;0;0
Z692/133/12924/17;Классика;6;219;0,14313904050644;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;1;1;0;0;5;Личные;6;MITSUBISHI OUTLANDER;Легковой;1;0;0;Ставропольский край;Агенты и РБ;0;2;0;2;0
3692/PVU/00805/17;ПВУ СП;12;210;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;0,7;1;1,3;1;1;1;0;0;19;Личные;6;MERCEDES-BENZ G 300;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;2;0
7192/133/00902/17;Классика;14;205;0,028107194355385;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,7;1;0;1;0;0;13;Личные;3;ВАЗ 21102;Легковой;1;0;0;Ставропольский край;Агенты и РБ;0;2;0;2;0
7692/133/00631/17;Классика;2;193;0,030404629533905;Юридическое Лицо;0;Юридическое Лицо;0;0,8;1;1,7;1;1;1;1;1;7;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой более 16;0;0;1;Хабаровский край;Агенты и РБ;0;5;0;2;1
3692/PVU/00807/17;ПВУ СП;44;151;0,018331842735975;Физическое Лицо;0;Физическое Лицо;0;1;1;1;1;0;1;0;0;4;Личные;4;LIFAN 214813;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;2;0
Z692/PVU/00612/17;ПВУ СП;11;152;0,14313904050644;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;0;1;0;0;1;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Волгоградская область;Агенты и РБ;0;1;0;0;0
0311/133/00204/17;Классика;2;135;0,16878983972153;Юридическое Лицо;0;Юридическое Лицо;0;0,9;1;0,8;1;1;1;0;0;4;Прочие;7;ДРУГОЕ ТС ДРУГОЕ ТС ТРАКТОРА И ИНЫЕ;Трактор;0;0;1;Карачаево-Черкесская Республика;ДКК;0;1;1;0;0
Z692/PVU/00603/17;ПВУ СП;14;140;0,12476394145604;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;10;Личные;5;HONDA CIVIC;Легковой;1;0;0;Нижегородская область;Агенты и РБ;0;1;0;0;0
7592/PVU/01290/17;ПВУ СП;8;131;0,10686773463798;Физическое Лицо;0;Физическое Лицо;0;0,6;1;2;1;0;1;0;1;5;Личные;6;AUDI A3;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;1;0;0;0
